nama,harga,tipe_review,kata_kunci
Grand Emprise: Time Travel Survival,73650.0,Mostly Positive,"Survival,Base Building,Crafting,Adventure,Automation,Open World Survival Craft,Open World,Exploration,Colony Sim,Action-Adventure,Action,Resource Management,Simulation,Building,Singleplayer,Dinosaurs,Time Travel,Multiplayer,Futuristic,Space"
The Witcher 3: Wild Hunt - Hearts of Stone,129870.0,Very Positive,"RPG,Story Rich,Open World,Atmospheric,Mature,Fantasy,Third Person,Singleplayer,Adventure,Great Soundtrack,Nudity,Action,Choices Matter,Gore,Dark Fantasy,Horror,Magic,Action RPG,Exploration,Sexual Content"
MDK,89910.0,Mostly Positive,"Action,Classic,Third-Person Shooter,Sci-fi,Third Person,Shooter,Singleplayer,1990's,Comedy"
PAYDAY 2: Breakfast in Tijuana Heist,59850.0,Mixed,"Action,RPG,Violent,Gore,Heist"
Croixleur Sigma - Deluxe Edition,122849.99999999999,Mostly Positive,"Action,Indie,Casual,Anime,Female Protagonist,Hack and Slash,Cute,Character Action Game,Character Customization,Singleplayer,Controller,Fast-Paced,Fantasy,Great Soundtrack,Dungeon Crawler"
imomushi,19350.0,Very Positive,"Action,Action-Adventure,2D Platformer,2D,Cute,Colorful,Cartoony,Comic Book,Indie,Hand-drawn,Physics,Singleplayer,Difficult,Psychological Horror"
Paper Dolls 2 纸人贰,122849.99999999999,Very Positive,"Horror,FPS,Dating Sim,Shooter,Action-Adventure,Psychological Horror,Survival Horror,Adventure,Action,First-Person,Stealth,3D,Indie,Singleplayer,Sexual Content,Supernatural,RPG,Puzzle,Thriller,Survival"
SWORDS of GARGANTUA,127350.0,Mixed,"Action,Adventure,RPG,VR,Swordplay,Multiplayer"
"MONSTER HUNTER RISE - ""Delightful Dance"" gesture set",59850.0,Mixed,"Action,RPG,Co-op,Action RPG,JRPG"
Streets of Rogue Character Pack,52350.0,Very Positive,"Action,RPG,Indie,Adventure,Roguelite,Roguelike"
BattleGroupVR,81450.0,Very Positive,"Space Sim,Space,VR,Multiplayer,Co-op,Sci-fi,First-Person,RTS,Strategy,Singleplayer,Simulation,Real Time Tactics,PvP,Tactical,Action,War,Real-Time,Local Co-Op,Bullet Time,Real-Time with Pause"
Patch Quest,149850.0,Very Positive,"Adventure,Roguelite,Base Building,Creature Collector,Bullet Hell,Shoot 'Em Up,Arena Shooter,Co-op,Action Roguelike,Action,Twin Stick Shooter,Metroidvania,Puzzle,Local Multiplayer,Arcade,Procedural Generation,Difficult,Dungeon Crawler,Roguevania,Indie"
Earthworm Jim 3D,156060.00000000003,Mixed,"Adventure,Action,Platformer,3D Platformer,Classic,Singleplayer"
Assault Suit Leynos 2 Saturn Tribute,260100.00000000006,Positive,"Action,RPG,Side Scroller,Action RPG,Sci-fi,Military,Robots,Space,War,Futuristic,Controller,Singleplayer,Mechs"
SLUDGE LIFE,104850.0,Overwhelmingly Positive,"Indie,Adventure,Atmospheric,Open World,3D Platformer,Funny,Exploration,Walking Simulator,Action,Psychedelic,First-Person,Stylized,Abstract,FPS,Comedy,Dark Comedy,Heist,Dark Humor,Memes,Mystery"
Ghosts of Tabor - UWU,59850.0,Very Positive,"Action,Shooter,VR,Looter Shooter,Exploration,Immersive Sim,Atmospheric,Dystopian ,Military,Character Customization,Combat,Inventory Management,Crafting,Physics,PvE,PvP,Trading,Multiplayer,Tutorial,Online Co-Op"
Pawperty Damage,74850.0,Very Positive,"Action,Casual,Destruction,Sandbox,Sexual Content,Relaxing,4 Player Local,Singleplayer,Local Multiplayer,Multiplayer,PvE,Indie,Psychological Horror,Third Person,PvP,Controller,3D,LGBTQ+"
PixelJunk™ Shooter Ultimate,129870.0,Very Positive,"Action,Twin Stick Shooter,Physics,Shooter,2D,Puzzle,Local Co-Op,Co-op,Great Soundtrack,Shoot 'Em Up"
Gladiator: Sword of Vengeance,58370.0,Mixed,"Adventure,Action,Hack and Slash,Gore,Violent,Singleplayer,Historical,Classic,Cinematic,Alternate History,Mythology,Fantasy,Story Rich,Great Soundtrack,Magic"
Batman - The Telltale Series Shadows Mode,44700.0,Mostly Positive,"Action,Adventure,Story Rich,Singleplayer"
PAYDAY 2: Jiu Feng Smuggler Pack 3,37350.0,Mostly Positive,"Action,RPG,Violent,Gore"
Shell Runner,104850.0,Mixed,"Action,Extraction Shooter,Survival,Looter Shooter,Shooter,Top-Down Shooter,Action Roguelike,Dystopian ,Inventory Management,Cyberpunk,Loot,Singleplayer,Co-op,Roguelite,3D,Colorful,Stylized,Top-Down,PvE,Futuristic"
Minecraft Dungeons Creeping Winter,52350.0,Positive,"Action,Adventure,RPG,Cute,Hack and Slash,Fantasy,Dungeon Crawler,Voxel,Arcade,Exploration,Action-Adventure,Funny,Atmospheric,Action RPG,Loot,Colorful,Top-Down,Family Friendly,Isometric"
Secrets of the Revolution,66170.0,Mixed,"Action,Adventure"
TriggerHeart EXELICA,157350.0,Positive,"Action,Arcade,Shooter,Shoot 'Em Up,3D,Anime,Sci-fi,Comic Book,Multiple Endings,Female Protagonist,Story Rich,Singleplayer,Top-Down,Mechs,Bullet Hell"
It's Only Money,122849.99999999999,Very Positive,"Simulation,Funny,Action,Open World,Crime,Driving,Life Sim,Third Person,RPG,Sandbox,Heist,Multiplayer,Singleplayer,Combat,Automobile Sim,Character Customization,Co-op Campaign,Immersive Sim,Co-op,Base Building"
Shootout on Cash Island,16770.0,Very Positive,"Indie,Action,Pixel Graphics,2D,Platformer,Retro,Side Scroller,Arcade,Shooter,Funny,Difficult"
Steel Division 2 - Black Sunday,67350.0,Mixed,"Strategy,Action,Indie,Simulation,War,Tactical,Historical,Singleplayer,Wargame,Military,Realistic,Real-Time,Replay Value,Real-Time with Pause,Tanks,Real Time Tactics,Multiplayer,Turn-Based Strategy,Co-op,RTS"
Generation Zero® - Companion Accessories Pack,59850.0,Very Positive,"Action,Adventure"
Resident Evil 4 Weapon Exclusive Upgrade Ticket x1 (A),44850.0,Very Positive,"Action,Adventure,Gore,Violent"
Blood Bowl 2,225420.00000000006,Mostly Positive,"Strategy,Multiplayer,Fantasy,Board Game,Singleplayer,Turn-Based,Turn-Based Strategy,RPG,Tactical,PvP,Dark Fantasy,Action,Funny,Turn-Based Tactics,Gore,Violent,Games Workshop,Sports,Football (American),Dark Humor"
Watch Dogs Legion : Bloodline,57600.0,Very Positive,"Action,Adventure,Sexual Content,Nudity"
Overlord™: Raising Hell,89910.0,Very Positive,"RPG,Action,Villain Protagonist,Dark Fantasy,Third Person,Fantasy,Singleplayer,Adventure,Comedy,Funny,Strategy,Dark Humor,Action RPG,Puzzle,Action-Adventure,RTS,Atmospheric,Story Rich,Hack and Slash,Open World"
Valkyria Chronicles 4 Complete Edition,225420.00000000006,Very Positive,"Strategy,Anime,Turn-Based,RPG,War,Strategy RPG,Singleplayer,Tactical,JRPG,Turn-Based Tactics,Action,Story Rich,Third Person,Tactical RPG,Turn-Based Strategy,Tanks,Violent,Great Soundtrack,Female Protagonist,World War II"
Door Kickers,106470.0,Very Positive,"Tactical,Strategy,Top-Down,Simulation,Action,Indie,Singleplayer,Real-Time with Pause,2D,Replay Value,Co-op,Real Time Tactics,RTS,Shooter,Top-Down Shooter,Moddable,Puzzle,Level Editor,Difficult,Multiplayer"
Friends vs Friends: Wired Wrecks,44850.0,Mixed,"Action,Indie,Violent,Gore"
Angry Video Game Nerd II: ASSimilation,38870.0,Very Positive,"Action,Indie,Adventure,Platformer,Gore,Violent,Difficult,Pixel Graphics,Great Soundtrack,2D,Memes,Retro,Singleplayer,Comedy,Funny,Side Scroller"
AquaNox,44910.0,Mostly Positive,"Action,Underwater,Singleplayer,Sci-fi,Cyberpunk,6DOF,Shooter,Simulation,Multiplayer,Submarine,Classic"
Moss: Book II,122849.99999999999,Very Positive,"Exploration,Puzzle Platformer,Puzzle,Platformer,Action-Adventure,Female Protagonist,Cute,VR,First-Person,Third Person,Narration,Story Rich,Action,Adventure,Casual,Family Friendly,Fantasy,Emotional,Nature,Atmospheric"
PAYDAY 2: San Martín Bank Heist,59850.0,Mostly Positive,"Action,RPG,Violent,Gore"
KUNAI,112350.0,Mostly Positive,"Indie,Action,Adventure,Metroidvania,Platformer,Great Soundtrack,Pixel Graphics,2D,Ninja,Singleplayer,Side Scroller,Hack and Slash,Cute,Post-apocalyptic,Parkour,Open World,Exploration,Casual,Atmospheric,Fantasy"
Raptor: Call of the Shadows (1994 Classic Edition),64870.0,Very Positive,"Action,Shoot 'Em Up,Classic,2D,Old School,1990's,Bullet Hell"
Dying Light 2 Stay Human: Hakon Bundle,104850.0,Positive,"Action,Adventure,RPG,Gore,Violent"
Frogun,104850.0,Very Positive,"Cute,3D Platformer,Female Protagonist,Platformer,3D,Action,Third Person,Cartoony,Colorful,Pixel Graphics,Casual,Family Friendly,Adventure,Physics,Retro,Cartoon,Funny,Singleplayer,Indie,Action-Adventure"
Insurgency: Sandstorm - Brute Gear Set,35850.0,Positive,"Action,Violent,Realistic,War,Shooter,First-Person,Multiplayer,Military,Adventure,Tactical"
Here Comes Niko!,127350.0,Very Positive,"Cute,Relaxing,3D Platformer,Singleplayer,Exploration,Colorful,Collectathon,Action,Adventure,Cartoony,Stylized,Indie,Platformer,LGBTQ+,3D,Third Person,Fishing,Psychological Horror"
Starri,116850.0,Very Positive,"Action,Casual,Rhythm,Sports,Artificial Intelligence,Asymmetric VR,Character Customization,Anime,Singleplayer,First-Person,Indie,Family Friendly,2D,3D,Space,Tutorial"
FATE: Undiscovered Realms,58370.0,Very Positive,"RPG,Action,Adventure,Dungeon Crawler,Action RPG,Hack and Slash,Loot,Roguelike,Isometric"
Minotaur Arcade Volume 1,51870.0,Very Positive,"Action,VR,Arcade,Retro,Shoot 'Em Up"
Rogue Heroes: Ruins of Tasos,122849.99999999999,Mostly Positive,"Co-op,RPG,Action,Adventure,Pixel Graphics,Roguelike,Roguelite,Indie,2D,Online Co-Op,Local Multiplayer,Action Roguelike,Exploration,Multiplayer,Singleplayer,Action-Adventure,Fantasy,Action RPG,Controller,Fishing"
Phoenotopia: Awakening,122849.99999999999,Very Positive,"Adventure,Action,Platformer,Metroidvania,2D,Singleplayer,Puzzle Platformer,JRPG,Action-Adventure,Pixel Graphics,Fantasy,Sci-fi,Fishing,Cute,Combat,Story Rich,Female Protagonist,Indie,RPG,Medieval"
Thirsty Suitors,209850.0,Very Positive,"Adventure,RPG,Action,Action-Adventure,Action RPG,Dating Sim,Female Protagonist,3D,LGBTQ+,Funny,Skateboarding,Choices Matter,Combat,3D Platformer,Turn-Based Combat,Story Rich,Singleplayer,Cooking,Stylized,Indie"
Propagation: Paradise Hotel,122849.99999999999,Very Positive,"Action,Survival Horror,VR,Zombies,Shooter,Exploration,Horror,Adventure,Stealth,Puzzle,FPS,Story Rich,Psychological Horror,Post-apocalyptic,Gore,Violent,Atmospheric,Female Protagonist,Singleplayer,Immersive"
Slaycation Paradise,20850.0,Very Positive,"Action,Shooter,Zombies,Action Roguelike,Indie,Top-Down Shooter,Tower Defense,Dark Humor,Singleplayer,Base Building,Twin Stick Shooter,Survival,Isometric,Violent,Sexual Content"
War Thunder - Leopard 2A4 Pack,260100.00000000006,Mixed,"Action,Massively Multiplayer,Simulation,Free to Play"
TRAIL OUT,122849.99999999999,Very Positive,"Destruction,Racing,Automobile Sim,Vehicular Combat,Combat Racing,Action,Physics,Arcade,Simulation,Singleplayer,PvE,Driving,Funny,Casual,Local Co-Op,Local Multiplayer,Sports,Third Person,Atmospheric,Realistic"
Deep Rock Galactic - Original Soundtrack Volume I + II,71370.0,Very Positive,"Dwarf,Action,Indie,Soundtrack"
Spark the Electric Jester 2,122849.99999999999,Very Positive,"Action,3D Platformer,Fast-Paced,Great Soundtrack,Singleplayer,Indie,Platformer,Adventure"
Skullgirls: Annie,82350.0,Very Positive,"Action,Indie,2D Fighter,Anime,Fighting"
Call of Duty Endowment (C.O.D.E.) Knight Recon: Tracer Pack,260100.00000000006,Mixed,"FPS,Action,Multiplayer,Shooter,Singleplayer,Military,First-Person,War,Modern,Tactical,Violent,Co-op,Realistic,Story Rich,Atmospheric,Mature,Online Co-Op,Gore,Third-Person Shooter,Third Person"
Kingpin — Life of Crime,89910.0,Very Positive,"Action,FPS,Classic,Crime,Gore,Violent,Singleplayer,Shooter,First-Person,Multiplayer,1990's,Retro,Atmospheric"
PAYDAY 2: McShay Weapon Pack 3,37350.0,Mostly Positive,"Action,RPG,Violent"
MORDHAU - Adventurer Pack,82350.0,Mostly Positive,"Action,Indie"
Hunted: The Demon’s Forge™,44910.0,Mostly Positive,"Action,Adventure,Third Person,Co-op,Fantasy,Hack and Slash,Dark Fantasy,Singleplayer,RPG,Female Protagonist,Action-Adventure,Local Co-Op,Dungeon Crawler,Third-Person Shooter,Multiplayer"
Resident Evil Village - Street Wolf Outfit,44850.0,Very Positive,"Action,Gore,Violent"
HeXen II,44910.0,Very Positive,"Action,FPS,Classic,Fantasy,Gothic,Dark Fantasy,First-Person,Retro,Boomer Shooter,Singleplayer,Shooter,1990's,RPG,Difficult,Puzzle,Old School,Horror,Adventure,Atmospheric"
Solar Ash,260100.00000000006,Very Positive,"Action,Adventure,Action-Adventure,Platformer,3D Platformer,Sandbox,Exploration,Hack and Slash,3D,Colorful,Third Person,Atmospheric,Futuristic,Sci-fi,Space,Combat,Controller,Open World,Singleplayer,Story Rich"
"Batman™: Arkham Origins - Cold, Cold Heart",129870.0,Mostly Positive,"Action,Adventure,Open World,Third Person"
Breakers Collection,122849.99999999999,Very Positive,"Action,2D Fighter,Arcade,PvP,2D,1990's,Retro,Old School,Combat,Casual,Violent,Female Protagonist,Local Multiplayer,Sexual Content,Multiplayer,Singleplayer,Fighting"
Clash: Artifacts of Chaos,224850.0,Very Positive,"Action,Adventure,RPG,Singleplayer,Souls-like,Action RPG,Atmospheric,Third Person,Fantasy,Story Rich,Exploration,Surreal,Indie,Soundtrack,Combat,Action-Adventure,Colorful,Martial Arts,Stylized,Beat 'em up"
Carmageddon: Max Damage,97370.0,Mostly Positive,"Combat Racing,Gore,Action,Racing,Vehicular Combat,Automobile Sim,Multiplayer,Funny,Destruction,Driving,Comedy,Violent,Open World,Dark Humor,Singleplayer,Blood,Arcade,Physics,Memes,Dark Comedy"
Obscure,90870.0,Overwhelmingly Positive,"Horror,Survival Horror,Local Co-Op,Action,Adventure,Co-op,Third Person,Classic,Atmospheric,Singleplayer,Survival,Gore,Great Soundtrack,Zombies,Multiplayer,Female Protagonist,Co-op Campaign,Cult Classic,Online Co-Op"
Ancestors Legacy,130000.0,Very Positive,"Strategy,RTS,Medieval,Historical,Violent,Real-Time,Tactical,War,Multiplayer,Great Soundtrack,Atmospheric,Singleplayer,Vikings,Gore,Action,Co-op,Base Building,Real Time Tactics,City Builder,Local Multiplayer"
PixelJunk™ Shooter,80910.0,Very Positive,"Action,Local Co-Op,2D,Twin Stick Shooter,Puzzle,Sci-fi,Physics,Shooter,Indie,Controller,Singleplayer,Pixel Graphics,Co-op,Casual,Local Multiplayer,Shoot 'Em Up"
Alisa,116850.0,Very Positive,"Survival Horror,Retro,Action,Indie,Adventure,1990's,Old School,Female Protagonist,Horror,Mystery,Alternate History,Singleplayer,3D,Gothic,Action-Adventure,Pixel Graphics,Atmospheric,Military,Funny,PvE"
Chernobylite - White Rose Pack,37350.0,Positive,"Action,Adventure,RPG,Indie,Simulation,Gore,Violent,Nonlinear,Base Building,Strategy,Stealth,Crafting,Post-apocalyptic,First-Person,Sci-fi,Survival Horror,Singleplayer"
Death to Spies: Moment of Truth,35910.0,Very Positive,"Action,Stealth,World War II,Third Person,Shooter,Atmospheric,Singleplayer"
Saiko no sutoka no shiki,59850.0,Very Positive,"Action,Adventure,Action-Adventure,FPS,Anime,3D,Horror,First-Person,Cartoon,Gore,Singleplayer,Controller,Violent,Stealth,Survival Horror,Female Protagonist,Artificial Intelligence,Dating Sim"
Witchaven,67350.0,Very Positive,"Action,FPS,Shooter,2.5D,First-Person,Medieval,Singleplayer,Combat,Fantasy,RPG,Gore,Violent,Horror,Retro,Classic,Boomer Shooter"
Supernormal,67350.0,Mostly Positive,"Horror,First-Person,Psychological Horror,Survival Horror,Supernatural,Realistic,Detective,Mystery,Dark,Atmospheric,Investigation,Crime,Action,Multiple Endings,Emotional,Thriller,Stealth,Story Rich,Adventure,Exploration"
WARNO - Digital Guides,149850.0,Mixed,"Strategy,Action,Indie,Simulation"
Corsairs Legacy - Pirate Action RPG & Sea Battles,116850.0,Mostly Positive,"Choose Your Own Adventure,CRPG,Open World,Sandbox,Action,Naval,Pirates,Sailing,Martial Arts,3D Fighter,Arcade,Action-Adventure,RPG,Detective,3D,Third Person,Alternate History,Historical,Naval Combat,Controller"
Shovel Knight: Specter of Torment,129870.0,Very Positive,"Action,Indie,Adventure,Platformer,Pixel Graphics,2D,Retro,Singleplayer,Great Soundtrack,Side Scroller,Difficult,Metroidvania"
Men of Valor,71370.0,Mostly Positive,"Action,War,FPS,Shooter,First-Person,Cold War,Military,Historical,Classic,Singleplayer,Controller"
Bug Heroes: Tower Defense,82350.0,Positive,"Action,Strategy,Tower Defense,Action-Adventure,Third-Person Shooter,Top-Down Shooter,3D,Third Person,Top-Down,War,Singleplayer,PvE,Controller,Indie,Casual"
The Bureau: XCOM Declassified,134910.0,Mixed,"Action,Tactical,Sci-fi,Third-Person Shooter,Singleplayer,Third Person,Aliens,Strategy,Shooter,RPG,Atmospheric,Adventure,Cold War,Story Rich,Multiplayer,Open World,Noir,Stealth,Retro,War"
PAYDAY 2: Gage Russian Weapon Pack,16770.0,Mostly Positive,"Action,RPG,Violent,FPS,Shooter"
DJMAX RESPECT V - Cytus Pack,224850.0,Mostly Positive,"Casual,Sports,Action,Music,Racing"
ACE COMBAT™7: SKIES UNKNOWN - TOP GUN: Maverick Aircraft Set -,260100.00000000006,Very Positive,"Simulation,Action,Flight"
Desperados 2: Cooper's Revenge,49410.0,Mixed,"Action,Western,Strategy,Co-op,Tactical,Online Co-Op,Singleplayer,Isometric,Adventure"
UNLOVED,19370.0,Very Positive,"Action,Gore,Horror,FPS,Co-op,Multiplayer,Dark,Survival Horror,Shooter,First-Person,Singleplayer,Atmospheric,Roguelike,Procedural Generation,Survival,Online Co-Op,Indie,Demons"
Scavenger SV-4,90870.0,Very Positive,"Simulation,Adventure,Indie,Space,Horror,Action,Sci-fi,Atmospheric,Exploration,Singleplayer,Replay Value,Procedural Generation,First-Person,Multiple Endings,Perma Death,Science,Roguelite,Experimental,Roguelike,Retro"
Metal: Hellsinger - Purgatory,52350.0,Very Positive,"Rhythm,Atmospheric,Action,FPS,Singleplayer,Music,Shooter,Demons,Adventure,Combat,First-Person,Female Protagonist,Score Attack,3D,Stylized,Cinematic,Dark Fantasy,Dark,Narration,Fantasy"
Painkiller: Black Edition,14310.0,Very Positive,"Gore,Action,FPS,Classic,Shooter,Great Soundtrack,First-Person,Singleplayer,Arena Shooter,Demons,Horror,Atmospheric,Fast-Paced,Multiplayer,Violent,Gothic,Zombies,Cult Classic,Boomer Shooter,Dark"
UnMetal,260100.00000000006,Very Positive,"2D,Pixel Graphics,Old School,Action,Comedy,Indie,Adventure,Retro,1980s,Funny,Military,Action-Adventure,Top-Down,Satire,Stealth,Singleplayer,War,Parody ,Cold War,1990's"
Resident Evil 4 Leon & Ashley Costumes: 'Romantic',59850.0,Very Positive,"Action,Adventure,Gore,Violent"
The Void Rains Upon Her Heart,84370.0,Overwhelmingly Positive,"Action Roguelike,Bullet Hell,Indie,Shoot 'Em Up,Action,Nudity,Roguelite,Boss Rush,Early Access,Great Soundtrack,Female Protagonist,2D,Pixel Graphics,Cute,Difficult,Roguelike,Atmospheric,Colorful,Side Scroller"
Hell Yeah! Wrath of the Dead Rabbit,134910.0,Very Positive,"Platformer,Action,2D,Comedy,Singleplayer,Funny,Metroidvania,Gore,Adventure,Great Soundtrack,Side Scroller,Violent,Indie,Controller,Dark Humor,Cute,Cartoony,Colorful,Difficult"
Zwei: The Ilvard Insurrection,106470.0,Very Positive,"Action,RPG,Anime,Great Soundtrack,JRPG,Action RPG,Cute,Female Protagonist"
Gothic II: Gold Edition,49410.0,Very Positive,"RPG,Classic,Open World,Atmospheric,Singleplayer,Gothic,Fantasy,Story Rich,Dark Fantasy,Action,Third Person,Medieval,Replay Value,Adventure,Difficult,Great Soundtrack,Dragons,Magic,Action RPG,Pirates"
Valkyrie of Phantasm,122849.99999999999,Very Positive,"Faith,3D Fighter,Character Action Game,Third-Person Shooter,Action,PvP,Female Protagonist,Multiplayer,Anime,Singleplayer,Cute,3D,Indie,Early Access,Fantasy,Co-op,Flight,Shooter,JRPG"
Agents of Mayhem,225420.00000000006,Mixed,"Action,Open World,Third Person,Singleplayer,Comedy,Funny,Third-Person Shooter,Shooter,Sexual Content,Adventure,Superhero,Female Protagonist,Violent,Sci-fi,Memes,Sandbox,Cyberpunk,Atmospheric,Multiplayer,Controller"
Beat Aim - Rhythm FPS Trainer,149850.0,Very Positive,"FPS,Shooter,Simulation,Rhythm,First-Person,Music-Based Procedural Generation,Action,eSports,Competitive,Sniper,Difficult,Third-Person Shooter,Software Training,Multiplayer,Level Editor,Procedural Generation,Singleplayer,Asynchronous Multiplayer,Music,Artificial Intelligence"
PAYDAY 2: Black Cat Heist,59850.0,Mostly Positive,"Action,RPG,Violent,Gore"
Fireboy & Watergirl: Elements,13500.0,Very Positive,"Action,Local Multiplayer,Co-op,Puzzle Platformer,Multiplayer,2D,Nostalgia,Local Co-Op"
東方剛欲異聞　～ 水没した沈愁地獄,122849.99999999999,Very Positive,"Action,Bullet Hell,Indie,2D,Pixel Graphics,Singleplayer,Faith,Controller,Female Protagonist,Side Scroller,Great Soundtrack,Anime"
